Fecha,Comprobante,Cliente,Producto,Cantidad,Importe
2023-03-10,In-01240,Quinn Jones,Turrones,7,17
2023-03-10,In-01403,Jordan Miller,Chocolate,18,45
2023-03-10,In-01436,Riley Brown,Marshmallows,18,27
2023-03-10,In-01621,Riley Rodriguez,Frutas confitadas,1,2
2023-03-10,In-01644,Avery Jones,Turrones,12,30
2023-03-10,In-01662,Taylor Garcia,Caramelos,9,4
2023-03-10,In-01701,Sam Brown,Gomitas,8,9
2023-03-10,In-01747,Riley Miller,Chocolate,18,45
2023-03-11,In-00269,Casey Smith,Turrones,1,2
2023-03-11,In-00415,Quinn Brown,Bombones,14,42
2023-03-11,In-00469,Jordan Brown,Gomitas,19,22
2023-03-11,In-00670,Avery Miller,Marshmallows,16,24
2023-03-11,In-01549,Avery Rodriguez,Marshmallows,15,22
2023-03-11,In-01847,Morgan Jones,Galletas,9,18
2023-03-11,In-01934,Quinn Davis,Frutas confitadas,15,33
2023-03-12,In-00010,Taylor Brown,Chocolate,3,7
2023-03-12,In-00272,Casey Smith,Gomitas,15,18
2023-03-12,In-00299,Sam Wilson,Chocolate,15,37
2023-03-12,In-00418,Avery Garcia,Turrones,16,40
2023-03-12,In-00921,Casey Jones,Chocolate,13,32
2023-03-12,In-00921,Taylor Davis,Caramelos,5,2
2023-03-12,In-01082,Jordan Wilson,Caramelos,15,7
2023-03-12,In-01255,Jordan Davis,Bombones,2,6
2023-03-12,In-01369,Sam Miller,Chicles,8,2
2023-03-12,In-01390,Casey Wilson,Paletas,5,4
2023-03-12,In-01451,Quinn Johnson,Turrones,10,25
2023-03-12,In-01659,Avery Johnson,Bombones,12,36
2023-03-12,In-01748,Alex Jones,Frutas confitadas,1,2
2023-03-13,In-00016,Avery Rodriguez,Galletas,10,20
2023-03-13,In-00019,Morgan Davis,Chocolate,1,2
2023-03-13,In-00045,Sam Jones,Caramelos,10,5
2023-03-13,In-00585,Avery Smith,Paletas,13,10
2023-03-13,In-00691,Alex Rodriguez,Marshmallows,7,10
2023-03-13,In-00714,Alex Smith,Galletas,1,2
2023-03-13,In-00777,Riley Garcia,Caramelos,11,5
2023-03-13,In-00800,Quinn Davis,Turrones,1,2
2023-03-13,In-00957,Riley Davis,Galletas,11,22
2023-03-13,In-00967,Casey Jones,Galletas,13,26
2023-03-13,In-00974,Quinn Smith,Galletas,19,38
2023-03-13,In-01231,Quinn Wilson,Bombones,9,27
2023-03-13,In-01330,Jordan Davis,Bombones,17,51
2023-03-13,In-01676,Jamie Miller,Paletas,13,10
2023-03-13,In-01749,Jamie Wilson,Gomitas,6,7
2023-03-13,In-01790,Sam Smith,Turrones,10,25
2023-03-13,In-01828,Casey Johnson,Gomitas,11,13
2023-03-13,In-01967,Alex Johnson,Chocolate,9,22
2023-03-14,In-00132,Alex Jones,Bombones,6,18
2023-03-14,In-00303,Casey Johnson,Chicles,9,2
2023-03-14,In-00520,Taylor Davis,Gomitas,4,4
2023-03-14,In-00532,Taylor Miller,Bombones,2,6
2023-03-14,In-00560,Morgan Rodriguez,Gomitas,13,15
2023-03-14,In-00646,Avery Wilson,Galletas,8,16
2023-03-14,In-00704,Casey Wilson,Galletas,18,36
2023-03-14,In-00929,Sam Johnson,Galletas,1,2
2023-03-14,In-01204,Riley Miller,Turrones,12,30
2023-03-14,In-01210,Taylor Rodriguez,Paletas,6,4
2023-03-14,In-01210,Avery Brown,Bombones,19,57
2023-03-14,In-01212,Casey Miller,Caramelos,5,2
2023-03-14,In-01369,Taylor Johnson,Turrones,14,35
2023-03-14,In-01381,Jordan Jones,Gomitas,18,21
2023-03-14,In-01422,Casey Garcia,Turrones,7,17
2023-03-14,In-01486,Alex Smith,Turrones,6,15
2023-03-14,In-01706,Jamie Rodriguez,Chicles,19,5
2023-03-14,In-01858,Morgan Smith,Gomitas,18,21
2023-03-15,In-00046,Morgan Williams,Gomitas,12,14
2023-03-15,In-00363,Quinn Miller,Turrones,8,20
2023-03-15,In-00399,Riley Jones,Caramelos,10,5
2023-03-15,In-00435,Jordan Miller,Chicles,6,1
2023-03-15,In-00633,Jamie Miller,Frutas confitadas,12,26
2023-03-15,In-00672,Taylor Wilson,Caramelos,16,8
2023-03-15,In-00890,Riley Rodriguez,Galletas,9,18
2023-03-15,In-01185,Casey Rodriguez,Frutas confitadas,3,6
2023-03-15,In-01512,Casey Brown,Galletas,5,10
2023-03-15,In-01560,Jamie Garcia,Paletas,12,9
2023-03-15,In-01569,Taylor Williams,Marshmallows,10,15
2023-03-15,In-01620,Morgan Davis,Paletas,5,4
2023-03-15,In-01940,Taylor Johnson,Marshmallows,5,7
2023-03-16,In-00102,Alex Brown,Turrones,5,12
2023-03-16,In-00124,Avery Rodriguez,Galletas,1,2
2023-03-16,In-00388,Morgan Miller,Caramelos,5,2
2023-03-16,In-00588,Quinn Smith,Paletas,7,5
2023-03-16,In-00651,Quinn Miller,Gomitas,8,9
2023-03-16,In-00688,Sam Smith,Caramelos,19,9
2023-03-16,In-00726,Morgan Jones,Caramelos,3,1
2023-03-16,In-00825,Sam Johnson,Caramelos,8,4
2023-03-16,In-01060,Jamie Williams,Paletas,19,15
2023-03-16,In-01257,Riley Garcia,Turrones,9,22
2023-03-16,In-01303,Riley Davis,Bombones,8,24
2023-03-16,In-01334,Taylor Johnson,Bombones,3,9
2023-03-16,In-01340,Taylor Johnson,Paletas,6,4
2023-03-16,In-01386,Sam Smith,Frutas confitadas,6,13
2023-03-16,In-01526,Alex Garcia,Paletas,5,4
2023-03-16,In-01745,Jamie Garcia,Turrones,3,7
2023-03-16,In-01745,Taylor Brown,Turrones,3,7
2023-03-16,In-01866,Avery Rodriguez,Frutas confitadas,16,35
2023-03-16,In-01883,Casey Garcia,Turrones,3,7
2023-03-16,In-01936,Taylor Wilson,Caramelos,15,7
2023-03-17,In-00295,Morgan Jones,Bombones,3,9
2023-03-17,In-00576,Taylor Smith,Gomitas,12,14
2023-03-17,In-00639,Quinn Jones,Gomitas,19,22
2023-03-17,In-00746,Avery Smith,Chocolate,11,27
2023-03-17,In-00909,Riley Wilson,Galletas,12,24
2023-03-17,In-01046,Quinn Brown,Paletas,8,6
2023-03-17,In-01071,Riley Garcia,Frutas confitadas,8,17
2023-03-17,In-01110,Avery Wilson,Turrones,15,37
2023-03-17,In-01262,Casey Brown,Marshmallows,13,19
2023-03-17,In-01305,Avery Williams,Frutas confitadas,6,13
2023-03-17,In-01329,Quinn Williams,Galletas,18,36
2023-03-17,In-01497,Avery Johnson,Marshmallows,19,28
2023-03-17,In-01580,Morgan Miller,Chocolate,8,20
2023-03-18,In-00052,Casey Miller,Paletas,3,2
2023-03-18,In-00078,Avery Williams,Galletas,4,8
2023-03-18,In-00398,Sam Wilson,Bombones,4,12
2023-03-18,In-00599,Casey Davis,Marshmallows,8,12
2023-03-18,In-00611,Quinn Johnson,Paletas,8,6
2023-03-18,In-00717,Avery Jones,Frutas confitadas,10,22
2023-03-18,In-00924,Jordan Smith,Marshmallows,17,25
2023-03-18,In-00992,Jamie Davis,Chicles,6,1
2023-03-18,In-00999,Taylor Rodriguez,Marshmallows,12,18
2023-03-18,In-01081,Jamie Smith,Chicles,12,3
2023-03-18,In-01139,Sam Wilson,Turrones,15,37
2023-03-18,In-01619,Avery Smith,Bombones,2,6
2023-03-18,In-01670,Jamie Brown,Paletas,5,4
2023-03-18,In-01678,Jamie Rodriguez,Galletas,2,4
2023-03-18,In-02000,Quinn Miller,Frutas confitadas,11,24
2023-03-19,In-00020,Sam Miller,Paletas,11,8
2023-03-19,In-00165,Riley Brown,Caramelos,5,2
2023-03-19,In-00301,Quinn Davis,Chicles,16,4
2023-03-19,In-00380,Jamie Williams,Marshmallows,11,16
2023-03-19,In-00388,Alex Brown,Galletas,2,4
2023-03-19,In-00553,Jordan Williams,Chicles,16,4
2023-03-19,In-00991,Avery Miller,Caramelos,10,5
2023-03-19,In-01158,Casey Rodriguez,Gomitas,19,22
2023-03-19,In-01240,Sam Davis,Bombones,17,51
2023-03-19,In-01551,Casey Rodriguez,Frutas confitadas,9,19
2023-03-19,In-01551,Casey Wilson,Frutas confitadas,12,26
2023-03-19,In-01731,Morgan Rodriguez,Bombones,19,57
2023-03-20,In-00157,Sam Williams,Galletas,3,6
2023-03-20,In-00172,Jordan Wilson,Chicles,2,0
2023-03-20,In-00224,Morgan Williams,Marshmallows,1,1
2023-03-20,In-00276,Avery Jones,Paletas,2,1
2023-03-20,In-00350,Avery Williams,Chocolate,1,2
2023-03-20,In-00569,Avery Jones,Chicles,13,3
2023-03-20,In-00611,Taylor Davis,Turrones,18,45
2023-03-20,In-00639,Alex Smith,Chicles,7,2
2023-03-20,In-00728,Sam Garcia,Paletas,5,4
2023-03-20,In-00806,Sam Williams,Turrones,2,5
2023-03-20,In-01325,Alex Johnson,Bombones,8,24
2023-03-20,In-01627,Taylor Garcia,Paletas,2,1
2023-03-20,In-01726,Taylor Smith,Marshmallows,2,3
2023-03-20,In-01917,Alex Johnson,Chicles,12,3
2023-03-21,In-00042,Jordan Williams,Bombones,14,42
2023-03-21,In-00284,Alex Davis,Chicles,4,1
2023-03-21,In-00482,Avery Miller,Frutas confitadas,14,30
2023-03-21,In-01027,Taylor Johnson,Marshmallows,1,1
2023-03-21,In-01066,Avery Rodriguez,Chocolate,17,42
2023-03-21,In-01080,Avery Wilson,Paletas,17,13
2023-03-21,In-01092,Casey Wilson,Paletas,18,14
2023-03-21,In-01094,Jordan Davis,Caramelos,17,8
2023-03-21,In-01136,Jamie Davis,Caramelos,11,5
2023-03-21,In-01175,Quinn Garcia,Galletas,16,32
2023-03-21,In-01249,Alex Garcia,Marshmallows,15,22
2023-03-21,In-01377,Sam Smith,Bombones,11,33
2023-03-21,In-01416,Jordan Smith,Frutas confitadas,5,11
2023-03-21,In-01473,Avery Wilson,Caramelos,19,9
2023-03-21,In-01521,Casey Miller,Galletas,14,28
2023-03-21,In-01624,Avery Wilson,Frutas confitadas,3,6
2023-03-21,In-01751,Taylor Smith,Chocolate,2,5
2023-03-22,In-00118,Avery Miller,Frutas confitadas,18,39
2023-03-22,In-00251,Riley Johnson,Bombones,3,9
2023-03-22,In-00271,Alex Davis,Chocolate,11,27
2023-03-22,In-00342,Riley Garcia,Gomitas,13,15
2023-03-22,In-00939,Sam Garcia,Chicles,2,0
2023-03-22,In-01076,Casey Miller,Gomitas,6,7
2023-03-22,In-01112,Taylor Williams,Marshmallows,13,19
2023-03-22,In-01337,Alex Rodriguez,Chocolate,10,25
2023-03-22,In-01851,Quinn Davis,Turrones,18,45
2023-03-22,In-01971,Quinn Rodriguez,Bombones,2,6
2023-03-23,In-00034,Morgan Davis,Turrones,4,10
2023-03-23,In-00081,Casey Davis,Galletas,15,30
2023-03-23,In-00324,Casey Garcia,Bombones,16,48
2023-03-23,In-00662,Taylor Rodriguez,Gomitas,6,7
2023-03-23,In-00667,Sam Garcia,Galletas,12,24
2023-03-23,In-00680,Quinn Rodriguez,Turrones,16,40
2023-03-23,In-00797,Jamie Jones,Caramelos,2,1
2023-03-23,In-01029,Casey Garcia,Marshmallows,15,22
2023-03-23,In-01333,Alex Williams,Caramelos,11,5
2023-03-23,In-01465,Jordan Brown,Gomitas,11,13
2023-03-23,In-01517,Jordan Rodriguez,Marshmallows,9,13
2023-03-23,In-01520,Morgan Smith,Paletas,7,5
2023-03-23,In-01689,Jamie Brown,Chocolate,11,27
2023-03-24,In-00095,Morgan Wilson,Bombones,8,24
2023-03-24,In-00152,Quinn Brown,Turrones,16,40
2023-03-24,In-00187,Jordan Rodriguez,Marshmallows,19,28
2023-03-24,In-00321,Sam Jones,Gomitas,9,10
2023-03-24,In-00555,Casey Rodriguez,Paletas,4,3
2023-03-24,In-00654,Quinn Brown,Galletas,18,36
2023-03-24,In-00927,Taylor Miller,Caramelos,3,1
2023-03-24,In-01093,Quinn Smith,Turrones,16,40
2023-03-24,In-01113,Morgan Smith,Turrones,11,27
2023-03-24,In-01461,Morgan Williams,Marshmallows,17,25
2023-03-24,In-01479,Avery Johnson,Bombones,16,48
2023-03-24,In-01512,Jordan Johnson,Frutas confitadas,3,6
2023-03-24,In-01589,Riley Davis,Gomitas,1,1
2023-03-24,In-01691,Avery Williams,Galletas,15,30
2023-03-24,In-01838,Jordan Garcia,Gomitas,11,13
2023-03-25,In-00087,Casey Jones,Turrones,10,25
2023-03-25,In-00117,Casey Davis,Chicles,1,0
2023-03-25,In-00960,Taylor Johnson,Bombones,18,54
2023-03-25,In-01115,Morgan Jones,Turrones,4,10
2023-03-25,In-01148,Taylor Davis,Marshmallows,6,9
2023-03-25,In-01502,Riley Smith,Turrones,4,10
2023-03-25,In-01513,Quinn Brown,Caramelos,11,5
2023-03-25,In-01608,Sam Wilson,Chicles,14,4
2023-03-25,In-01796,Riley Rodriguez,Bombones,8,24
2023-03-26,In-00058,Jamie Brown,Chocolate,7,17
2023-03-26,In-00220,Morgan Williams,Turrones,11,27
2023-03-26,In-00596,Taylor Brown,Chicles,15,4
2023-03-26,In-00690,Casey Jones,Turrones,18,45
2023-03-26,In-00835,Casey Wilson,Gomitas,2,2
2023-03-26,In-00952,Taylor Davis,Bombones,18,54
2023-03-26,In-01552,Taylor Williams,Caramelos,12,6
2023-03-26,In-01638,Taylor Smith,Paletas,15,12
2023-03-26,In-01698,Quinn Wilson,Frutas confitadas,16,35
2023-03-27,In-00326,Sam Johnson,Paletas,10,8
2023-03-27,In-00443,Taylor Rodriguez,Caramelos,2,1
2023-03-27,In-00558,Jamie Garcia,Gomitas,12,14
2023-03-27,In-00924,Casey Williams,Frutas confitadas,2,4
2023-03-27,In-01002,Avery Miller,Paletas,1,0
2023-03-27,In-01067,Jordan Wilson,Turrones,17,42
2023-03-27,In-01092,Riley Jones,Chicles,12,3
2023-03-27,In-01122,Casey Rodriguez,Paletas,7,5
2023-03-27,In-01124,Avery Rodriguez,Gomitas,11,13
2023-03-27,In-01162,Taylor Miller,Gomitas,14,16
2023-03-27,In-01257,Alex Wilson,Bombones,7,21
2023-03-27,In-01272,Quinn Miller,Chocolate,17,42
2023-03-27,In-01379,Alex Jones,Marshmallows,7,10
2023-03-27,In-01454,Taylor Smith,Galletas,15,30
2023-03-27,In-01569,Sam Miller,Turrones,15,37
2023-03-27,In-01745,Taylor Jones,Chicles,4,1
2023-03-27,In-01753,Avery Garcia,Chicles,17,5
2023-03-27,In-01756,Avery Brown,Bombones,7,21
2023-03-28,In-00052,Riley Jones,Turrones,15,37
2023-03-28,In-00106,Avery Miller,Frutas confitadas,2,4
2023-03-28,In-00148,Avery Jones,Chicles,14,4
2023-03-28,In-00256,Casey Miller,Galletas,19,38
2023-03-28,In-00548,Avery Williams,Bombones,13,39
2023-03-28,In-00777,Jordan Smith,Gomitas,1,1
2023-03-28,In-01007,Morgan Brown,Paletas,16,12
2023-03-28,In-01199,Sam Garcia,Bombones,15,45
2023-03-28,In-01225,Sam Smith,Turrones,14,35
2023-03-28,In-01292,Morgan Rodriguez,Frutas confitadas,6,13
2023-03-28,In-01614,Quinn Brown,Marshmallows,7,10
2023-03-28,In-01718,Jordan Johnson,Paletas,4,3
2023-03-28,In-01970,Morgan Williams,Caramelos,6,3
2023-03-29,In-00462,Jordan Davis,Chocolate,11,27
2023-03-29,In-00617,Jamie Smith,Chocolate,17,42
2023-03-29,In-01165,Sam Rodriguez,Galletas,12,24
2023-03-29,In-01425,Casey Davis,Paletas,6,4
2023-03-29,In-01469,Quinn Wilson,Caramelos,12,6
2023-03-29,In-01856,Avery Johnson,Gomitas,9,10
2023-03-30,In-00525,Jamie Jones,Frutas confitadas,1,2
2023-03-30,In-00531,Morgan Smith,Gomitas,8,9
2023-03-30,In-00558,Riley Brown,Frutas confitadas,1,2
2023-03-30,In-00613,Jordan Jones,Marshmallows,11,16
2023-03-30,In-00712,Casey Wilson,Chicles,1,0
2023-03-30,In-00736,Quinn Miller,Frutas confitadas,13,28
2023-03-30,In-00852,Avery Smith,Chocolate,1,2
2023-03-30,In-00995,Avery Jones,Chocolate,6,15
2023-03-30,In-01097,Casey Rodriguez,Turrones,18,45
2023-03-30,In-01158,Avery Jones,Turrones,5,12
2023-03-30,In-01209,Quinn Miller,Bombones,8,24
2023-03-30,In-01320,Jordan Miller,Chocolate,15,37
2023-03-30,In-01432,Taylor Williams,Bombones,11,33
2023-03-30,In-01534,Jamie Smith,Turrones,9,22
2023-03-30,In-01562,Avery Johnson,Bombones,4,12
2023-03-30,In-01589,Riley Williams,Chicles,9,2
2023-03-30,In-01808,Avery Williams,Turrones,4,10
2023-03-31,In-00014,Quinn Garcia,Paletas,1,0
2023-03-31,In-00066,Morgan Rodriguez,Chicles,19,5
2023-03-31,In-00103,Avery Rodriguez,Frutas confitadas,7,15
2023-03-31,In-00177,Casey Garcia,Bombones,17,51
2023-03-31,In-00179,Jamie Brown,Frutas confitadas,12,26
2023-03-31,In-00226,Sam Smith,Marshmallows,2,3
2023-03-31,In-00295,Alex Smith,Turrones,17,42
2023-03-31,In-00355,Riley Miller,Frutas confitadas,3,6
2023-03-31,In-00473,Alex Jones,Turrones,7,17
2023-03-31,In-00477,Alex Jones,Chocolate,18,45
2023-03-31,In-00506,Sam Jones,Caramelos,19,9
2023-03-31,In-00699,Jordan Brown,Gomitas,4,4
2023-03-31,In-01108,Sam Johnson,Bombones,3,9
2023-03-31,In-01162,Avery Jones,Marshmallows,8,12
2023-03-31,In-01192,Alex Brown,Caramelos,8,4
2023-03-31,In-01236,Jordan Wilson,Gomitas,4,4
2023-03-31,In-01345,Casey Wilson,Caramelos,6,3
2023-03-31,In-01440,Sam Williams,Paletas,4,3
2023-03-31,In-01442,Jordan Johnson,Gomitas,18,21
2023-03-31,In-01551,Taylor Brown,Marshmallows,5,7
2023-03-31,In-01626,Sam Miller,Paletas,15,12
2023-03-31,In-01671,Quinn Davis,Paletas,2,1
2023-03-31,In-01688,Morgan Brown,Marshmallows,14,21
2023-03-31,In-01782,Quinn Johnson,Galletas,13,26
2023-03-31,In-01857,Morgan Johnson,Paletas,8,6
2023-04-01,In-00022,Sam Brown,Bombones,12,36
2023-04-01,In-00615,Avery Brown,Marshmallows,7,10
2023-04-01,In-00729,Quinn Brown,Caramelos,12,6
2023-04-01,In-01172,Quinn Wilson,Galletas,15,30
2023-04-01,In-01534,Taylor Wilson,Turrones,15,37
2023-04-02,In-00228,Riley Miller,Chicles,17,5
2023-04-02,In-00539,Taylor Garcia,Chicles,4,1
2023-04-02,In-00615,Jordan Johnson,Galletas,7,14
2023-04-02,In-00618,Riley Rodriguez,Gomitas,12,14
2023-04-02,In-00773,Casey Johnson,Gomitas,16,19
2023-04-02,In-00858,Jamie Miller,Marshmallows,13,19
2023-04-02,In-00927,Riley Rodriguez,Chicles,11,3
2023-04-02,In-00968,Riley Smith,Frutas confitadas,15,33
2023-04-02,In-01062,Avery Rodriguez,Galletas,6,12
2023-04-02,In-01228,Jamie Miller,Turrones,12,30
2023-04-02,In-01337,Jamie Johnson,Turrones,5,12
2023-04-02,In-01415,Alex Smith,Bombones,12,36
2023-04-02,In-01568,Casey Smith,Marshmallows,8,12
2023-04-02,In-01671,Riley Garcia,Frutas confitadas,10,22
2023-04-02,In-01830,Jamie Williams,Paletas,8,6
2023-04-02,In-01835,Alex Brown,Turrones,7,17
2023-04-02,In-01923,Sam Jones,Chocolate,16,40
2023-04-02,In-01926,Sam Smith,Caramelos,19,9
2023-04-03,In-00031,Sam Brown,Galletas,7,14
2023-04-03,In-00116,Sam Williams,Gomitas,15,18
2023-04-03,In-00206,Avery Garcia,Bombones,17,51
2023-04-03,In-00229,Casey Johnson,Gomitas,9,10
2023-04-03,In-00398,Jamie Johnson,Chicles,3,0
2023-04-03,In-00580,Sam Johnson,Frutas confitadas,5,11
2023-04-03,In-00747,Jordan Miller,Galletas,4,8
2023-04-03,In-01159,Alex Johnson,Galletas,15,30
2023-04-03,In-01221,Quinn Williams,Chocolate,10,25
2023-04-03,In-01629,Jamie Miller,Caramelos,12,6
2023-04-03,In-01775,Morgan Wilson,Chicles,17,5
2023-04-03,In-01919,Quinn Miller,Chicles,19,5
2023-04-03,In-01996,Sam Jones,Galletas,1,2
2023-04-04,In-00002,Morgan Brown,Paletas,11,8
2023-04-04,In-00126,Riley Davis,Frutas confitadas,9,19
2023-04-04,In-00174,Sam Johnson,Marshmallows,4,6
2023-04-04,In-00375,Casey Johnson,Bombones,17,51
2023-04-04,In-00547,Alex Williams,Chocolate,9,22
2023-04-04,In-00913,Jordan Johnson,Paletas,8,6
2023-04-04,In-01057,Morgan Brown,Caramelos,12,6
2023-04-04,In-01476,Jordan Rodriguez,Frutas confitadas,14,30
2023-04-04,In-01498,Casey Davis,Gomitas,11,13
2023-04-04,In-01503,Morgan Smith,Marshmallows,16,24
2023-04-04,In-01706,Quinn Brown,Chicles,16,4
2023-04-04,In-01790,Riley Davis,Paletas,12,9
2023-04-04,In-01811,Morgan Miller,Chocolate,6,15
2023-04-04,In-01930,Morgan Garcia,Caramelos,7,3
2023-04-05,In-00121,Jordan Jones,Gomitas,9,10
2023-04-05,In-00339,Avery Williams,Bombones,9,27
2023-04-05,In-00360,Sam Rodriguez,Chicles,7,2
2023-04-05,In-00646,Riley Wilson,Bombones,19,57
2023-04-05,In-00672,Quinn Davis,Caramelos,4,2
2023-04-05,In-00690,Sam Brown,Marshmallows,12,18
2023-04-05,In-00705,Avery Wilson,Marshmallows,10,15
2023-04-05,In-00857,Sam Miller,Chocolate,7,17
2023-04-05,In-00897,Morgan Rodriguez,Frutas confitadas,6,13
2023-04-05,In-00951,Riley Johnson,Gomitas,16,19
2023-04-05,In-01459,Morgan Williams,Galletas,14,28
2023-04-05,In-01524,Jordan Jones,Frutas confitadas,12,26
2023-04-05,In-01751,Avery Williams,Turrones,5,12
2023-04-05,In-01873,Alex Jones,Chocolate,4,10
2023-04-05,In-01923,Sam Brown,Paletas,2,1
2023-04-05,In-01958,Casey Brown,Frutas confitadas,3,6
2023-04-06,In-00599,Jamie Wilson,Paletas,16,12
2023-04-06,In-00775,Casey Williams,Chicles,8,2
2023-04-06,In-00882,Riley Johnson,Caramelos,18,9
2023-04-06,In-01279,Riley Brown,Galletas,18,36
2023-04-06,In-01362,Sam Wilson,Turrones,4,10
2023-04-06,In-01438,Taylor Jones,Caramelos,14,7
2023-04-06,In-01498,Morgan Davis,Galletas,15,30
2023-04-06,In-01569,Quinn Garcia,Paletas,13,10
2023-04-06,In-01627,Avery Garcia,Chicles,12,3
2023-04-07,In-00211,Alex Williams,Chocolate,6,15
2023-04-07,In-00435,Taylor Wilson,Frutas confitadas,18,39
2023-04-07,In-00482,Sam Brown,Bombones,2,6
2023-04-07,In-00808,Quinn Wilson,Turrones,11,27
2023-04-07,In-00877,Morgan Johnson,Galletas,19,38
2023-04-07,In-01020,Casey Smith,Chocolate,19,47
2023-04-07,In-01151,Alex Williams,Caramelos,9,4
2023-04-07,In-01766,Alex Davis,Chocolate,1,2
2023-04-07,In-01833,Quinn Rodriguez,Caramelos,14,7
2023-04-07,In-01854,Jamie Williams,Chocolate,8,20
2023-04-07,In-01884,Jamie Garcia,Caramelos,13,6
2023-04-07,In-01986,Jordan Miller,Chocolate,2,5
2023-04-08,In-00228,Taylor Davis,Gomitas,10,12
2023-04-08,In-00257,Alex Miller,Paletas,18,14
2023-04-08,In-00362,Casey Brown,Galletas,5,10
2023-04-08,In-00549,Alex Miller,Frutas confitadas,16,35
2023-04-08,In-00688,Avery Jones,Chocolate,3,7
2023-04-08,In-00696,Jordan Jones,Bombones,12,36
2023-04-08,In-00823,Avery Wilson,Marshmallows,15,22
2023-04-08,In-00842,Jamie Rodriguez,Gomitas,2,2
2023-04-08,In-00863,Jamie Miller,Chocolate,14,35
2023-04-08,In-01083,Alex Garcia,Bombones,3,9
2023-04-08,In-01287,Morgan Jones,Chocolate,2,5
2023-04-08,In-01298,Alex Brown,Paletas,2,1
2023-04-09,In-00060,Jamie Williams,Gomitas,4,4
2023-04-09,In-00195,Jordan Garcia,Galletas,12,24
2023-04-09,In-00327,Morgan Miller,Chocolate,3,7
2023-04-09,In-00328,Casey Wilson,Caramelos,11,5
2023-04-09,In-00499,Casey Brown,Galletas,8,16
2023-04-09,In-00531,Quinn Garcia,Frutas confitadas,16,35
2023-04-09,In-00644,Casey Johnson,Frutas confitadas,19,41
2023-04-09,In-00762,Morgan Rodriguez,Frutas confitadas,9,19
2023-04-09,In-00826,Sam Rodriguez,Frutas confitadas,4,8
2023-04-09,In-00992,Riley Brown,Chocolate,11,27
2023-04-09,In-01103,Jamie Rodriguez,Chocolate,13,32
2023-04-09,In-01188,Riley Brown,Bombones,17,51
2023-04-09,In-01313,Quinn Wilson,Marshmallows,15,22
2023-04-09,In-01444,Jamie Rodriguez,Chicles,13,3
2023-04-09,In-01607,Casey Garcia,Bombones,2,6
2023-04-09,In-01620,Sam Wilson,Turrones,16,40
2023-04-09,In-01722,Avery Smith,Frutas confitadas,15,33
2023-04-09,In-01767,Casey Brown,Turrones,17,42
2023-04-09,In-01922,Casey Smith,Paletas,4,3
2023-04-09,In-01936,Quinn Garcia,Galletas,4,8
2023-04-10,In-00254,Alex Johnson,Chicles,15,4
2023-04-10,In-00397,Casey Brown,Gomitas,9,10
2023-04-10,In-00619,Avery Davis,Paletas,1,0
2023-04-10,In-00711,Morgan Wilson,Chocolate,9,22
2023-04-10,In-00729,Jordan Brown,Paletas,1,0
2023-04-10,In-00991,Riley Miller,Chocolate,7,17
2023-04-10,In-01012,Sam Williams,Galletas,12,24
2023-04-10,In-01021,Jamie Johnson,Chicles,18,5
2023-04-10,In-01147,Alex Davis,Caramelos,2,1
2023-04-10,In-01192,Morgan Williams,Gomitas,12,14
2023-04-10,In-01236,Jordan Wilson,Frutas confitadas,6,13
2023-04-10,In-01266,Sam Rodriguez,Bombones,18,54
2023-04-10,In-01301,Jordan Davis,Gomitas,8,9
2023-04-10,In-01649,Jamie Rodriguez,Gomitas,18,21
2023-04-10,In-01698,Casey Miller,Paletas,10,8
2023-04-10,In-01707,Jamie Jones,Galletas,3,6
2023-04-10,In-01746,Avery Wilson,Bombones,5,15
2023-04-11,In-00422,Morgan Johnson,Gomitas,5,6
2023-04-11,In-00472,Jordan Davis,Caramelos,2,1
2023-04-11,In-00650,Alex Davis,Gomitas,5,6
2023-04-11,In-00725,Jamie Rodriguez,Chicles,7,2
2023-04-11,In-01072,Jordan Wilson,Gomitas,14,16
2023-04-11,In-01185,Jamie Davis,Frutas confitadas,11,24
2023-04-11,In-01476,Taylor Brown,Bombones,16,48
2023-04-11,In-01942,Taylor Smith,Bombones,12,36
2023-04-12,In-00244,Jordan Brown,Bombones,12,36
2023-04-12,In-00361,Alex Garcia,Chicles,13,3
2023-04-12,In-00404,Riley Garcia,Bombones,12,36
2023-04-12,In-00447,Morgan Garcia,Frutas confitadas,7,15
2023-04-12,In-00474,Jamie Rodriguez,Turrones,16,40
2023-04-12,In-00953,Quinn Wilson,Gomitas,19,22
2023-04-12,In-01005,Alex Davis,Chocolate,1,2
2023-04-12,In-01105,Quinn Davis,Frutas confitadas,8,17
2023-04-12,In-01160,Avery Smith,Chocolate,14,35
2023-04-12,In-01351,Jamie Smith,Marshmallows,10,15
2023-04-12,In-01629,Jamie Johnson,Chocolate,16,40
2023-04-12,In-01878,Jamie Jones,Caramelos,19,9
2023-04-13,In-00227,Sam Davis,Marshmallows,4,6
2023-04-13,In-00288,Avery Davis,Galletas,10,20
2023-04-13,In-00623,Taylor Jones,Caramelos,8,4
2023-04-13,In-00633,Riley Wilson,Chicles,3,0
2023-04-13,In-00688,Riley Rodriguez,Galletas,5,10
2023-04-13,In-00701,Sam Williams,Galletas,1,2
2023-04-13,In-00762,Alex Brown,Gomitas,6,7
